participant,question,explId,explIndex,text,acc,satis,satisfaction,accuracy,causation,functional,general,mechanism
xUJUKMzRfosKKKxzA,37,742,13,Some people bully because bullies tend to have a rough childhood being that either they are unhappy or they don't get enough attention at home or their parents don't really show care and concern to them.,6,7,5.363636363636363,5.363636363636363,4.8,1.2,4.4,4.545454545454546
tJlzUPSNeHiaXocLV,37,743,14,"Some people bully because they are having troubles of their own, or have low self-esteem, and picking on someone else makes them feel better.",6,6,5.181818181818182,5.636363636363637,4.7,4.1,4.7,5.181818181818182
yaBPagXyFgUBNrclc,37,744,15,"Because themselves are abused somehow, at home, or in a different setting. I think a bully is also a victim, and needs to be taken care of too, not just punished.",6,5,4.7272727272727275,5,4.2,1.2,3.6,3.8181818181818183
nTsxgpxfZdbqjmJSy,37,745,16,"In every group, there is the struggle between individuals as to their rank. When this struggle goes unchecked, bullying develops and becomes a reason in itself.",5,5,3.909090909090909,4.2727272727272725,3,2.2,3.7,4.545454545454546
gZcnBkkbyaFhuMjRc,37,746,17,Because they are weak people that build their confidence by torturing others.,5,2,4.090909090909091,4.636363636363637,3.6,3.9,4,4.909090909090909
MesdrSoBQuBEYwTOk,37,747,18,To make them feel better about themselves or to show their dominance.,6,5,5.181818181818182,5.636363636363637,3.3,5.2,5,4.909090909090909
AKEPdYcUBfVyMcBad,37,748,19,Some people bully others because they feel inadequate and this makes them feel a sense of power. They are likely in situations at home where they have little control and this process of bullying someone gives them a sense of control.,5,5,5.636363636363637,6,5.1,4.2,4.7,5.363636363636363
AdXpUukRJiYTbxYaY,37,749,20,Some people bully others because they don't feel very good about themselves. They use their dominance over others to elevate themselves in their own mind.,7,7,5.090909090909091,5.909090909090909,4.9,3.8,4.5,5.8
QwVAmSieCMPAGWDVF,41,810,1,Because they have a vagina.,4,5,2,1.2,2,1,2.2222222222222223,1
SEUAOmqmzkkXgaODV,41,811,2,Because of how they were raised.,5,5,3,4.4,3.8,1,3.888888888888889,3.25
YMHLdzHUgHvggRfVk,41,812,3,They are naturally more compassionate.,4,6,3,4.1,2.9,1.7,3.6666666666666665,2
kDxPoHSfPDagbiiCb,41,813,4,Women are by nature more emotional than men and they also have hormones which cause them to be more intense.,5,5,4.75,5.4,4.9,3.1,3.5555555555555554,3.375
KtHoNiqaEixziwWHw,41,814,5,Probably something to do with a different set of hormones in the brain.,4,5,4.5,4.1,4.1,2.5,3.111111111111111,2.375
SAPzvWhQcnIhjStWs,41,815,6,They are not necessarily. Women culturally have been more expressive than men but this is suggested perhaps because men have been raised not to express emotions.,6,5,4.5,4.4,2.2,2,5,3.25
oQNxUpjKQQGtLmmpg,41,816,7,"Women are more emotional than men because their brains interconnect memories and thoughts more than men do. Men tend to focus on one thing at a time, while women realize that one thing is connected to many things. They experience the sum of those things, not just one of them.",2,2,4.75,4.1,4.6,2.7,2.7777777777777777,5.5
mNzNfDLzTwTjKIhxq,41,817,8,"Women are not any more emotional than men, but they may be perceived that way at times because they are naturally the child bearers in society, as genetically, men can not perform the child birth activity and can only participate in the conception role.",6,6,4,4.2,1,3,3.4444444444444446,3.75
uLpLLVWAmseouRfVd,41,818,9,"Women have a higher range of more hormones in the body than men do, and tend to react in a more straightforward way to various circumstances, whereas men often obfuscate their emotions for cultural and personal reasons.",1,6,6,5.1,4.1,3.1,3.3333333333333335,5.25
hbVSBOouYZdfwtYXj,41,819,10,Chemically females are different from men and sensitivity is part of that chemical difference.,1,5,5.25,4.9,4.7,2.8,3.2222222222222223,3.25
AyKhWMrrSomzSLkmt,41,820,11,Because of the hormones women have.,6,4,4.25,4.4,5.5,2.1,3,2.25
NPPBJQODATWXWincF,41,821,12,"Women have developed over the thousands of years to be more of a gatherer type mentality and due to the need to work together instead of being a lone hunter, women have developed a higher acuity to detect stress in others and thus have become more emotional as a result of being able to detect nuanced changes in emotions in others.",5,4,4.25,4.8,4.7,3.3,3.888888888888889,5.625
xUJUKMzRfosKKKxzA,41,822,13,Women are more emotional than men because they have more estrogen which causes them to experience certain emotions more strongly.,6,6,5.25,4.9,5.4,3.6,3.888888888888889,5.5
tJlzUPSNeHiaXocLV,41,823,14,"Women are sometimes more emotional then men because they have estrogen instead of testosterone. Since we are the bearers of children, having empathy helps us nurture our children. Men have this but to a lesser extent, as far as basic instincts go.",3,3,4.5,4.4,5.4,4.5,4.222222222222222,6
yaBPagXyFgUBNrclc,41,824,15,"There is less restrictions for women to express emotions than there is for men, therefor we see more females being emotional, like socially is ok.",6,6,4.5,3.9,3.8,1.3,4.666666666666667,4
nTsxgpxfZdbqjmJSy,41,825,16,"In all mammalian species, females are in longer and stronger contact to newborns. This involves the care and protection of the young and strongly depends on the bonding and common understanding. Emotions are a large part and thus women are - on average - more emotional than men.",6,6,4.25,4.4,3.7,3.4,4.333333333333333,5.5
gZcnBkkbyaFhuMjRc,41,826,17,"In our culture, generally women are taught from a young age that it's okay to be in touch with their emotions, while men are not. Additionally, a greater flux in hormones may contribute as well.",6,4,4.5,4.8,4.7,3.5,4.666666666666667,5.375
MesdrSoBQuBEYwTOk,41,827,18,Because of the level of hormones such as estrogen.,2,6,5.5,5.1,5.8,2.7,3.111111111111111,3.5
AKEPdYcUBfVyMcBad,41,828,19,"Women are nurturers and since they give birth to babies, they also have to care for the baby. Caring for a baby brings the woman in intimate contact with the baby every day and this enhances emotional feelings in the woman. The fact women spend so much time in contact with babies leads them to be more emotional.",3,4,4.25,4.4,3.6,3,3.4444444444444446,6
AdXpUukRJiYTbxYaY,41,829,20,"Women's minds are wired differently than men, which often causes them to be more emotional than men. We process information differently, and tend to be more nurturing.",5,5,4.25,4.7,4.9,2.9,3.2222222222222223,3.75
QwVAmSieCMPAGWDVF,48,954,1,To get away from a big problem.,5,4,2.8181818181818183,5.1,4.8,4.9,4.555555555555555,3.5454545454545454
SEUAOmqmzkkXgaODV,48,955,2,To gain some type of advantage.,6,2,3.5454545454545454,5.3,4.2,4.7,4.333333333333333,3.4545454545454546
YMHLdzHUgHvggRfVk,48,956,3,Guilt.,6,4,2.4545454545454546,3.9,4.7,0.20000000000000004,3.7777777777777777,2.090909090909091
kDxPoHSfPDagbiiCb,48,957,4,People lie about small things because it is sometimes easier and less uncomfortable than telling the truth.,6,6,5,5.9,4.9,3.2,4.222222222222222,4.2727272727272725
KtHoNiqaEixziwWHw,48,958,5,"If it's of no consequence, it's usually out of convenience.",5,4,4.545454545454546,5.2,3.4,1.3,4.222222222222222,3.5454545454545454
SAPzvWhQcnIhjStWs,48,959,6,Because sometimes small lies are a way not to hurt others.,7,7,5.181818181818182,5.6,4.8,3.4,4,3.9
oQNxUpjKQQGtLmmpg,48,960,7,"People lie for different reasons. Sometimes it's easier to tell or agree with a lie to just save a long explanation or confrontation, especially if the issue is minor. People may also lie about small things to try to look better or more impressive, so they exaggerate to appear stronger/better/smarter.",1,6,5.7272727272727275,5.7,4.1,3.7,5.111111111111111,5.545454545454546
mNzNfDLzTwTjKIhxq,48,961,8,"People lie about small things because they typically believe that a minor or small lie will offer a larger benefit to the person telling the lie without causing any actual harm to anyone else, therefore the lying can be justified in the mind of the person telling the lie.",6,4,5.454545454545454,5.9,4.2,3.3,4,5.8
uLpLLVWAmseouRfVd,48,962,9,"Often it is simply a case of assuming that the risk is worth the reward - in other words, that lying about a small thing carries little to no inherent risk but enables the liar to avoid a poor reflection on him- or herself.",2,3,5.090909090909091,5.5,4.4,2.9,4.222222222222222,4.7272727272727275
hbVSBOouYZdfwtYXj,48,963,10,"We all like to exaggerate. It makes us feel better, adds a touch of more interesting to a conversation or just because it's a bad habit we get into.",5,7,4.454545454545454,5.4,3.5,1.8,4.333333333333333,5.181818181818182
AyKhWMrrSomzSLkmt,48,964,11,Because it makes them feel big.,7,6,2.8181818181818183,4.1,3.1,3.8,3.7777777777777777,3
NPPBJQODATWXWincF,48,965,12,Because they don't want others to think of them as incompetent or not worthy in some way so they will lie about trivial matters to bolster their image in front of others.,4,4,4.7272727272727275,5.5,4.3,4,3.7777777777777777,4.7272727272727275
xUJUKMzRfosKKKxzA,48,966,13,"People lie about small things because they do not want people to know every single detail about them or they do not think these small details are really that important. Some of these small things may be embarrassing as well, so they may lie about these things to save themselves the embarrassment of other people laughing at them.",6,6,5.181818181818182,5.2,4.5,2.3,4,5.454545454545454
tJlzUPSNeHiaXocLV,48,967,14,"People lie about small things for a lot of reasons. The main reason is probably because a small lie makes things easier for them, or gives them something they want. For example, a man might lie about what he thinks about a new dress a woman bought, because he doesn't want to hurt her feelings. She probably wants an honest opinion, but the man doesn't want to tell the truth because it might hurt her feelings and make him uncomfortable.",5,6,5.545454545454546,5.9,4.2,3,4.333333333333333,5.2727272727272725
yaBPagXyFgUBNrclc,48,968,15,It's human nature.,6,6,2.8181818181818183,5.2,2.8,0.7999999999999999,4.222222222222222,2.8181818181818183
nTsxgpxfZdbqjmJSy,48,969,16,"Humans are at the core egoistic beings, just like all other animals. Part of that is the protection of resources from others and also the obtainment of items from others. We constantly balance this against the herd need for mutual support and trust. This also means that we often will be dishonest - lie - in situation where we do not see a large negative impact, the so-called small things.",6,4,4.636363636363637,5.3,3.6,2.3,3.7777777777777777,5.9
gZcnBkkbyaFhuMjRc,48,970,17,"People lie about the small thing to make their own lives easier, as well as padding the truth for people they may care about that shouldn't know the whole truth.",6,4,4.909090909090909,5.6,3.1,3.9,3.7777777777777777,5.181818181818182
MesdrSoBQuBEYwTOk,48,971,18,To make themselves look better in the eyes of someone else or to hide something.,3,4,5.090909090909091,5.9,4.3,4.5,4.444444444444445,4
AKEPdYcUBfVyMcBad,48,972,19,People lie about small things to make their life appear more interesting to others than it really is. The lies help to create interest where there otherwise might not be anything all that interesting. People don't usually think lies about small things are really all that wrong either.,4,1,4.909090909090909,5.3,4.5,4.5,4,5.2727272727272725
AdXpUukRJiYTbxYaY,48,973,20,"Usually people lie about small things to avoid causing trouble over something trivial, or to avoid hurting someone's feelings.",6,6,5.2727272727272725,5.7,4.7,4.7,4,4.818181818181818
QwVAmSieCMPAGWDVF,22,428,1,Times of change.,5,6,3.272727272727273,4.5,2.4,0.8181818181818181,4.777777777777778,1.125
SEUAOmqmzkkXgaODV,22,429,2,Because fashion gets old after a certain period of time.,5,3,4.2727272727272725,4.5,3.1,1,4.888888888888889,2
YMHLdzHUgHvggRfVk,22,430,3,People get bored of the same things.,5,6,4.181818181818182,4.9,4.4,1.6363636363636362,5.111111111111111,2.5
kDxPoHSfPDagbiiCb,22,431,4,Designers constantly try to come up with new and unique clothing options that men women will want since they enjoy change and variety.,6,7,5.2727272727272725,5.9,3.8,3.1818181818181817,4.222222222222222,5.5
KtHoNiqaEixziwWHw,22,432,5,"Fashion usually trickles down from the upper-class, and everyone likes to look well-to-do.",5,5,3.8181818181818183,3.8,2.4,1.727272727272727,4.444444444444445,2.125
SAPzvWhQcnIhjStWs,22,433,6,People get bored of the same thing everyday and also people are a creative lot and so innovate new fashions to wear. It's also a good way to make money,7,6,5,5.5,3.8000000000000003,4,4.555555555555555,4.75
oQNxUpjKQQGtLmmpg,22,434,7,"Fashion changes because people feel the need to be unique, set-apart and special. People want to express their uniqueness with clothing and goods, so they purchase new and different things to set themselves apart from the crowd. Once the crowd has those goods, they are no longer desirable.",5,6,5.909090909090909,5.7,4,4.7272727272727275,4.555555555555555,6.5
mNzNfDLzTwTjKIhxq,22,435,8,Fashions change because cultures rapidly change and embody a varied thinking about society's issues. Fashion can represent an association with a political or social ideal that may change among generations.,6,6,5.181818181818182,5.4,4.3,3.6363636363636362,3.7777777777777777,5.125
uLpLLVWAmseouRfVd,22,436,9,Each successive generation identifies existing fashions with its parents and feels the need to express its own individuality by modifying these fashions to its own needs and ideals.,5,6,5.636363636363637,5.2,4.3,4.090909090909091,4.333333333333333,4.375
hbVSBOouYZdfwtYXj,22,437,10,Fashions change because designers needs to make profits so they compete and each brings new styles hoping for a winning product. People also like change,6,4,4.909090909090909,6.1,4.4,3.8181818181818183,4.111111111111111,5.125
AyKhWMrrSomzSLkmt,22,438,11,Because people change their opinion of what is cool or lame.,7,7,3.909090909090909,5.4,4.5,2.272727272727273,4.555555555555555,3
NPPBJQODATWXWincF,22,439,12,"Young people have a higher need to separate themselves from the older generations. One way to accomplish this is to dress differently than them. Coupled with the extreme need to belong, kids copy the dress of those they feel are popular and trends start appearing.",5,6,5.181818181818182,5,3.4,4.2727272727272725,4.444444444444445,4.625
xUJUKMzRfosKKKxzA,22,440,13,Fashions change because new clothes are constantly being made in different styles. New styles of clothes tend to appeal to certain people and a new fashion style becomes the new hype.,7,6,4.636363636363637,5.5,4.1,3.6363636363636362,4.444444444444445,4.625
tJlzUPSNeHiaXocLV,22,441,14,"Fashions change because people get bored of wearing the same things, and the fashion industry can make more money on new designs because they are novel.",7,7,4.636363636363637,5.9,4.6,3.4545454545454546,4.444444444444445,4.75
yaBPagXyFgUBNrclc,22,442,15,"To make people buy more stuff. Also when something becomes too trendy you don't want to be part of the mass, so you change to a new style.",6,6,4.2727272727272725,5.3,2.9,3.909090909090909,4.333333333333333,4
